HP:0000002	abnormality body height
HP:0011072	agenesis root tooth
HP:0011073	abnormality colour tooth
HP:0011073	abnormality color tooth
HP:0011073	abnormality shade tooth
HP:0011073	abnormality colour dental
HP:0011073	abnormality dental shade
HP:0011073	abnormality color dental
HP:0011074	dysplasia enamel localized tooth
HP:0011074	enamel hypoplasia localized tooth
HP:0011074	dysplasia enamel localised tooth
HP:0011074	dental enamel hypoplasia localised
HP:0011074	dental enamel hypoplasia localized
HP:0011074	enamel hypoplasia localised tooth
HP:0011075	green teeth
HP:0011075	green shade tooth
HP:0011075	colored green teeth
HP:0011075	coloured green teeth
HP:0011076	abnormality bicuspid
HP:0011076	abnormality premolar
HP:0011077	abnormality molar
HP:0011078	abnormality canine
HP:0011078	abnormality eye tooth
HP:0011079	retained tooth
HP:0011079	buried tooth
HP:0011079	impacted tooth
HP:0011080	abnormality premolar shape
HP:0011080	abnormal morphology premolar
HP:0011080	abnormality bicuspid morphology
HP:0011080	abnormality bicuspid shape
HP:0011080	abnormality morphology premolar
HP:0011081	hyperplasia incisor
HP:0011081	incisor large
HP:0011081	incisor macrodontia
HP:0011081	incisor increased size
HP:0011081	incisor increased width
HP:0011081	hypertrophy incisor
HP:0011082	incisor pointed primary
HP:0011082	conical incisor primary
HP:0011082	baby cone front shaped tooth
HP:0011082	incisor peg primary shaped
HP:0011082	conical deciduous incisor
HP:0011082	baby front pointed tooth
HP:0011082	front primary shark tooth
HP:0011082	baby front peg shaped tooth
HP:0011082	conoid incisor primary
HP:0011083	front shark tooth upper
HP:0011083	front peg shaped tooth upper
HP:0011083	front pointed tooth upper
HP:0011083	cone front shaped tooth upper
HP:0011083	conical incisor maxillary
HP:0011083	conoid incisor maxillary
HP:0011083	cone incisor maxillary shaped
HP:0011083	incisor maxillary pointed
HP:0011084	calcification decreased enamel
HP:0011084	dental enamel hypocalcification
HP:0011084	calcified enamel poorly tooth
HP:0011085	enamel immature tooth
HP:0011085	enamel soft tooth
HP:0011085	dental enamel hypomature
HP:0011085	soft teeth
HP:0011086	adult baby dentinogenesis imperfecta teeth
HP:0011086	dentinogenesis imperfecta permanent primary teeth
HP:0011086	both dentinogenesis imperfecta sets teeth
HP:0011087	cusp talon
HP:0011087	cusps talon
HP:0011087	cusp extra front inside on tooth
HP:0011087	dens evaginatus
HP:0011088	a tooth within
HP:0011088	dens dente
HP:0011088	dens invaginatus
HP:0011089	double teeth
HP:0011089	conjoined teeth
HP:0011089	tooth twinning
HP:0011089	double tooth
HP:0011090	joined teeth
HP:0011090	fused teeth
HP:0011090	fusion teeth
HP:0011091	gemination tooth
HP:0011091	gemination
HP:0011091	crown splitting tooth
HP:0011092	first molar permanent syphilitic
HP:0011092	molar mulberry
HP:0011093	molarization premolar
HP:0011093	molar premolar shape
HP:0011093	increased premolar size
HP:0011093	bicuspid molarization
HP:0011093	bicuspid molar shape
HP:0011093	enlarged premolar
HP:0011094	bite deep
HP:0011094	incisors increased lower overlap upper
HP:0011094	supraocclusion
HP:0011094	overbite
HP:0011094	increased overbite
HP:0011094	deep overbite
HP:0011094	bite scissors
HP:0011095	buck teeth
HP:0011095	forward out sticking teeth upper
HP:0011095	front lower protrusion teeth upper
HP:0011095	overjet
HP:0011095	incisors maxillary protrusion
HP:0011095	abnormality horizontal incisor relationship
HP:0011096	demyelination
HP:0011096	demyelination peripheral
HP:0011097	salaam seizures
HP:0011097	syndrome west
HP:0011097	epileptic spasm
HP:0011097	convulsion salaam
HP:0011097	epileptic spasms
HP:0011097	salaam seizure
HP:0011097	convulsions salaam
HP:0011098	apraxia speech
HP:0011098	dyspraxia speech
HP:0011098	dyspraxia verbal
HP:0011099	hemiplegia spastic
HP:0011099	hemiparesis spastic
HP:0011100	atresia intestinal
HP:0011102	atresia ileal
HP:0011103	abnormality left outflow tract ventricular
HP:0011103	abnormal left morphology outflow tract ventricular
HP:0011104	abnormality blood homeostasis volume
HP:0011105	blood fluid overload
HP:0011105	hypervolemia
HP:0011106	hypovolemia
HP:0011106	blood depleted volume
HP:0011107	aphthae oral recurrent
HP:0011107	aphthous recurrent stomatitis
HP:0011107	aphthous buccal ulcers
HP:0011107	aphthous recurrent ulcers
HP:0011107	aphthous stomatitis
HP:0011107	canker recurrent sores
HP:0011108	disease recurrent sinus
HP:0011108	recurrent sinusitis
HP:0011109	chronic sinusitis
HP:0011109	chronic disease sinus
HP:0011110	recurrent tonsillitis
HP:0011110	inflammation recurrent tonsils
HP:0011111	abnormality immune physiology protein serum
HP:0011112	abnormality cytokine level serum
HP:0011113	abnormality cytokine secretion
HP:0011114	cytokines defective dependent nfkb1 production
HP:0011115	abnormality chemokine secretion
HP:0011116	abnormality interferon secretion
HP:0011117	abnormality interleukin secretion
HP:0011117	abnormality il secretion
HP:0011118	abnormality cachectin secretion
HP:0011118	abnormality factor necrosis secretion tumour
HP:0011118	abnormality cachexin secretion
HP:0011118	abnormality factor necrosis secretion tumor
HP:0011119	crooked dorsum nasal
HP:0011119	deformity nasal ridge
HP:0011119	anomaly nasal ridge
HP:0011119	abnormality dorsum nose
HP:0011119	crooked nasal ridge
HP:0011119	deformity dorsum nasal
HP:0011119	malformation nasal ridge
HP:0011119	abnormal dorsum morphology nasal
HP:0011119	crooked dorsum nose
HP:0011119	dorsum malformation nasal
HP:0011119	abnormal dorsum morphology nose
HP:0011119	abnormality dorsum nasal
HP:0011119	dorsum malformation nose
HP:0011119	abnormality nasal ridge
HP:0011119	deformity dorsum nose
HP:0011120	concave dorsum nasal
HP:0011120	concave dorsum nose
HP:0011120	deformity nose saddle
HP:0011120	dorsum nasal saddle shaped
HP:0011120	boxer deformity nose s
HP:0011120	nose saddle
HP:0011120	boxer deformity nasal s
HP:0011120	jump nose ski
HP:0011120	concave nasal ridge
HP:0011121	abnormality morphology skin
HP:0011121	abnormal morphology skin
HP:0011121	abnormal skin structure
HP:0011122	abnormality physiology skin
HP:0011123	inflammation skin
HP:0011123	abnormality inflammatory skin
HP:0011123	dermatitis
HP:0011123	abnormal infections skin tendency to
HP:0011123	disease inflammatory skin
HP:0011124	abnormal epidermal morphology
HP:0011124	abnormality epidermal morphology
HP:0011125	abnormality dermal melanosomes
HP:0011126	nephroptosis
HP:0011126	floating kidney
HP:0011126	ptosis renal
HP:0011127	eczema perioral
HP:0011127	around eczema mouth
HP:0011128	acute esophageal necrosis
HP:0011129	bilateral fetal pyelectasia
HP:0011129	bilateral foetal pyelectasia
HP:0011129	bilateral foetal pyelectasis
HP:0011129	bilateral fetal pyelectasis
HP:0011130	abnormality calyx morphology renal
HP:0011130	abnormal calyx morphology renal
HP:0011131	dermatitis perianal
HP:0011131	perianal rash
HP:0011132	chronic furunculosis
HP:0011133	increased ionizing radiation sensitivity to
HP:0011133	increased ionising radiation sensitivity to
HP:0011134	fever grade low
HP:0011134	fever mild
HP:0011135	absent glands sweat underdeveloped
HP:0011135	absent glands small sweat
HP:0011135	aplasia glands hypoplasia sweat
HP:0011136	absent glands sweat
HP:0011136	glands lack sweat
HP:0011136	aplasia glands sweat
HP:0011137	non pruritic urticaria
HP:0011137	hives itchy non
HP:0011138	abnormality adnexa morphology skin
HP:0011138	abnormal appendage skin
HP:0011139	cyst duplication gastric
HP:0011139	duplication gastric
HP:0011140	duplication gastrointestinal
HP:0011140	duplication gi
HP:0011141	age cataract related
HP:0011141	age clouding eye lens with
HP:0011142	age cataract nuclear related
HP:0011143	age cataract cortical related
HP:0011144	age cataract posterior related subcapsular
HP:0011145	seizures symptomatic
HP:0011146	arrest awareness behavioral impairment irrespective onset seizure with
HP:0011146	arrest awareness behavioural impairment irrespective onset seizure with
HP:0011146	arrest awareness behavioral impairment onset seizure unknown with
HP:0011146	arrest awareness behavioural impairment onset seizure unknown with
HP:0011146	dialeptic seizure
HP:0011147	absence seizures typical
HP:0011147	absence typical
HP:0011147	absence seizure typical
HP:0011149	absence eyelid myoclonia seizure with
HP:0011149	absence eyelid myoclonia seizures with
HP:0011150	absence myoclonic
HP:0011150	absences myoclonic
HP:0011150	absence myoclonic seizure
HP:0011151	obtundation status
HP:0011151	absence atypical epilepticus status
HP:0011152	early mal onset petit seizures
HP:0011152	absence early onset seizures
HP:0011153	localized motor seizure
HP:0011153	localised motor seizures
HP:0011153	motor segmental seizure
HP:0011153	motor partial seizure
HP:0011153	focal motor seizure
HP:0011153	motor partial seizures
HP:0011153	localized motor seizures
HP:0011153	localised motor seizure
HP:0011153	focal motor seizures
HP:0011154	autonomic focal seizures
HP:0011154	autonomic focal seizure
HP:0011157	aura sensory
HP:0011157	focal seizures sensory
HP:0011157	partial seizure sensory
HP:0011157	focal seizure sensory
HP:0011158	auditory focal seizure
HP:0011158	auditory aura
HP:0011158	auditory focal seizure sensory
HP:0011158	auditory partial seizure
HP:0011158	auditory features focal seizure sensory with
HP:0011159	aura epigastric
HP:0011159	epigastric localized seizure sensation with
HP:0011159	epigastric partial seizure sensation with
HP:0011159	auras epigastric
HP:0011159	abdominal aura
HP:0011159	aura visceral
HP:0011159	epigastric localised seizure sensation with
HP:0011159	autonomic epigastric focal gastrointestinal nausea other phenomena seizure sensation vomiting with
HP:0011160	focal gustatory seizure
HP:0011160	gustatory partial seizure
HP:0011160	hallucinations taste
HP:0011160	aura gustatory
HP:0011160	features focal gustatory seizure sensory with
HP:0011160	focal gustatory seizure sensory
HP:0011160	auras gustatory
HP:0011161	auras olfactory
HP:0011161	aura olfactory
HP:0011161	features focal olfactory seizure sensory with
HP:0011161	olfactory partial seizure
HP:0011161	focal olfactory seizure
HP:0011163	aura somatosensory
HP:0011163	partial seizure somatosensory
HP:0011163	auras somatosensory
HP:0011163	features focal seizure sensory somatosensory with
HP:0011163	focal seizure somatosensory
HP:0011165	occipital partial seizures simple
HP:0011165	aura visual
HP:0011165	focal seizure visual
HP:0011165	partial seizure visual
HP:0011165	features focal seizure sensory visual with
HP:0011165	auras visual
HP:0011166	focal myoclonic seizure
HP:0011166	focal myoclonic seizures
HP:0011166	local myoclonic seizures
HP:0011166	myoclonic partial seizures
HP:0011166	localized myoclonic seizure
HP:0011166	myoclonic segmental seizures
HP:0011166	myoclonic segmental seizure
HP:0011166	myoclonic partial seizure
HP:0011166	localised myoclonic seizure
HP:0011167	localised seizure tonic
HP:0011167	partial seizures tonic
HP:0011167	focal seizure tonic
HP:0011167	partial seizure tonic
HP:0011167	segmental seizure tonic
HP:0011167	localized seizure tonic
HP:0011167	local seizures tonic
HP:0011167	focal seizures tonic
HP:0011168	eyelid focal myoclonia seizure with
HP:0011168	eyelid myoclonias
HP:0011169	clonic generalised seizure
HP:0011169	clonic generalized onset seizure
HP:0011169	clonic generalised onset seizure
HP:0011169	clonic generalised seizures
HP:0011169	clonic generalized seizure
HP:0011169	clonic generalized seizures
HP:0011170	atonic generalised myoclonic seizure
HP:0011170	astatic myoclonic seizure
HP:0011170	atonic myoclonic seizures
HP:0011170	atonic generalized myoclonic seizure
HP:0011171	febrile seizures simple
HP:0011171	fever fit simple
HP:0011171	convulsion febrile simple
HP:0011171	febrile seizure simple
HP:0011172	complex febrile seizure
HP:0011172	complex convulsion febrile
HP:0011172	complex fever fit
HP:0011172	complex febrile seizures
HP:0011173	arrest behavioural localised seizure with
HP:0011173	hypokinetic seizure
HP:0011173	arrest behaviour partial seizure with
HP:0011173	arrest behavioral localized seizure with
HP:0011173	arrest behavior partial seizure with
HP:0011173	focal hypokinetic seizure
HP:0011173	hypokinetic partial seizure
HP:0011173	arrest behaviour focal seizure
HP:0011173	arrest behavior focal seizure
HP:0011173	hypokinetic seizures
HP:0011174	hyperkinetic segmental seizure
HP:0011174	hyperkinetic localised seizure
HP:0011174	focal hyperkinetic seizure
HP:0011174	hyperkinetic localized seizure
HP:0011174	hyperkinetic partial seizure
HP:0011174	hyperkinetic seizures
HP:0011175	seizures versive
HP:0011175	seizure versive
HP:0011175	focal motor seizure version with
HP:0011176	constitutional eeg variants with
HP:0011177	4 5 activity background eeg second with
HP:0011178	alpha eeg
HP:0011179	beta eeg
HP:0011179	beta electroencephalography wave
HP:0011180	beta eeg partial
HP:0011181	eeg low voltage
HP:0011182	discharges eeg epileptiform
HP:0011182	activity epileptiform interictal
HP:0011183	discharges eeg epileptiform focal hyperventilation induced with
HP:0011184	discharges eeg epileptiform generalised hyperventilation induced with
HP:0011184	discharges eeg epileptiform generalized hyperventilation induced with
HP:0011185	discharges eeg epileptiform focal with
HP:0011185	abnormality eeg focal
HP:0011186	contralateral discharges epileptiform focal hemisphere limited propagation to with
HP:0011187	discharges eeg focal hemisphere ipsilateral propagation to with
HP:0011188	discharges eeg focal generalisation secondary with
HP:0011188	discharges eeg focal generalization secondary with
HP:0011189	bilateral discharges epileptiform multifocal
HP:0011190	bilateral discharges epileptiform multifocal uni
HP:0011191	discharges epileptiform multifocal unilateral
HP:0011192	discharges epileptiform focal polymorphic
HP:0011193	eeg focal spikes with
HP:0011194	eeg focal series spikes with
HP:0011195	eeg focal sharp slow waves with
HP:0011196	eeg focal sharp waves with
HP:0011197	eeg focal spike waves with
HP:0011198	discharges eeg epileptiform generalised with
HP:0011198	discharges eeg epileptiform generalized with
HP:0011199	eeg generalized sharp slow waves with
HP:0011199	eeg generalised sharp slow waves with
HP:0011200	discharges eeg epileptiform generalized polymorphic with
HP:0011200	discharges eeg epileptiform generalised polymorphic with
